NumElements,Datatype,Dataset,avgHistogram,avgScan,avgPaste,avgReorder,avgTotalGPU,avgTotalSTLCPU,avgTotalRDXCPU
256,int32_t,Random,0.0104229,0.00665208,0,0,3.4528,0.59866,0.23372
256,uint64_t,Zeros,0,0.0813792,0.16797,0.028801,7.00348,0,0
256,uint64_t,Range,0.01045,0.0541948,0,0,5.40634,0,0
256,uint64_t,Inverted range,0.0104469,0.0544594,0,0.162749,5.4166,0,3.12338
256,uint64_t,Uniform random,0,0.0813865,0.162741,0,6.24986,0,3.12408
256,uint64_t,Random,0,0.00520937,0,0.0749312,3.38266,0,3.12396
256,int64_t,Zeros,0,0.00260521,0,0.163003,3.33046,0,0
256,int64_t,Range,0,0.0582776,0,0,2.43842,0,0
256,int64_t,Inverted range,0.00521771,0.0590151,0.00520729,0,2.46634,3.12408,0
256,int64_t,Uniform random,0,0,0.162761,0,6.24986,0,3.12326
256,int64_t,Random,0,0.0813594,0.162755,0,6.2491,0,0
512,uint32_t,Zeros,0,0,0,0,0,0,0
512,uint32_t,Range,0.325431,0,0,0,3.12414,0,3.12572
512,uint32_t,Inverted range,0,0.162755,0,0,3.1249,0,3.12478
512,uint32_t,Uniform random,0,0.0382125,0,0,0,0,3.12344
512,uint32_t,Random,0,0,0,0,3.12426,3.12408,0
512,int32_t,Zeros,0,0.162701,0,0,3.12386,0,0
512,int32_t,Range,0,0,0,0,3.12508,0,3.12372
512,int32_t,Inverted range,0,0,0,0.325554,3.12532,0,0
512,int32_t,Uniform random,0,0,0,0.325523,3.12502,0,3.12302
512,int32_t,Random,0,0.00525,0,0,0,0,0
512,uint64_t,Zeros,0,0.0813682,0.00523229,0.0103823,3.52458,0,0
512,uint64_t,Range,0,0.0813854,0,0,3.1252,0,0
512,uint64_t,Inverted range,0,0,0.488192,0,6.25014,0,0
512,uint64_t,Uniform random,0.0363646,0,0.336204,0.0104583,7.572,0,3.12478
512,uint64_t,Random,0,0,0.162746,0,3.12472,0,3.1232
512,int64_t,Zeros,0,0.00522448,0.162651,0,5.38926,0,0
512,int64_t,Range,0,0,0.102847,0.00521042,3.1289,0,3.12502
512,int64_t,Inverted range,0.00521667,0.00261771,0.162657,0.118947,2.48446,0,0
512,int64_t,Uniform random,0.0104219,0.0052276,0.11961,0,3.12614,0,3.12348
512,int64_t,Random,0.00523229,0.0052276,0.166714,0,3.30136,0,0
1024,uint32_t,Zeros,0,0.162733,0,0,6.24944,0,0
1024,uint32_t,Range,0,0.162746,0,0,3.12472,0,3.12332
1024,uint32_t,Inverted range,0,0,0,0.325523,3.12502,3.12642,0
1024,uint32_t,Uniform random,0,0,0.0209479,0,0,0,0
1024,uint32_t,Random,0,0.120777,0.0104646,0.336035,3.12584,3.1246,0
1024,int32_t,Zeros,0,0.162758,0.0209104,0.298752,3.06876,0,0
1024,int32_t,Range,0,0,0,0.3255,3.1248,0,3.12302
1024,int32_t,Inverted range,0,0.0757167,0,0.335717,4.7767,0,0
1024,int32_t,Uniform random,0,0.113614,0,0,0,0,0
1024,int32_t,Random,0,0,0.325498,0,3.12478,0,3.12326
1024,uint64_t,Zeros,0,0,0.162648,0,6.24828,0,0
1024,uint64_t,Range,0.00520521,0.0559135,0,0,2.34754,0,0
1024,uint64_t,Inverted range,0.0156573,0.140824,0,0.162691,5.70826,0,0
1024,uint64_t,Uniform random,0.00522083,0.0892167,0,0.00525104,3.32654,0,3.12308
1024,uint64_t,Random,0,0.0813807,0,0,3.12502,0,0
1024,int64_t,Zeros,0,0.162709,0,0,6.24804,0,0
1024,int64_t,Range,0.162736,0,0.00521667,0.00522917,5.78794,0,0
1024,int64_t,Inverted range,0,0.137005,0.00522083,0,5.46134,0,3.12314
1024,int64_t,Uniform random,0.00522083,0,0.00522083,0.292834,5.8229,0,3.12324
1024,int64_t,Random,0.167991,0.00785833,0,0.0104615,6.55324,0,0
2048,uint32_t,Zeros,0.300048,0.00520833,0,0,2.98046,0,0
2048,uint32_t,Range,0,0,0,0,3.12506,0,3.12462
2048,uint32_t,Inverted range,0,0.257373,0,0,5.04208,0,3.12502
2048,uint32_t,Uniform random,0,0,0,0.325573,3.1255,3.12496,3.12478
2048,uint32_t,Random,0,0.0884604,0,0.0104021,0,0,3.125
2048,int32_t,Zeros,0,0,0,0,3.1248,0,0
2048,int32_t,Range,0,0,0,0.325548,3.1249,0,3.12484
2048,int32_t,Inverted range,0,0.162771,0,0.325444,3.1252,3.12472,0
2048,int32_t,Uniform random,0,0.228611,0.0104229,0,4.58998,3.1239,3.12472
2048,int32_t,Random,0,0.167976,0.0104167,0.0104271,2.67008,3.12478,0
2048,uint64_t,Zeros,0.16277,0.162769,0,0,6.25038,0,0
2048,uint64_t,Range,0,0.0813349,0.162749,0.162765,6.24986,0,0
2048,uint64_t,Inverted range,0,0,0,0.162768,6.25022,0,3.1249
2048,uint64_t,Uniform random,0.162758,0.0813854,0,0,6.25032,0,3.12308
2048,uint64_t,Random,0,0,0.162755,0,6.25004,0,3.1253
2048,int64_t,Zeros,0,0.00260833,0.162758,0.104382,5.42938,0,0
2048,int64_t,Range,0.00521354,0.0839833,0,0.191627,7.0043,3.12438,3.12472
2048,int64_t,Inverted range,0.167954,0,0.288335,0,8.86082,0,3.12514
2048,int64_t,Uniform random,0.118629,0.163048,0,0.0104469,5.6143,0,3.12302
2048,int64_t,Random,0,0,0.162706,0.162764,6.2502,3.1238,0
4096,uint32_t,Zeros,0,0.162676,0,0,3.12338,0,0
4096,uint32_t,Range,0,0.122952,0,0,5.48598,3.12472,0
4096,uint32_t,Inverted range,0,0,0.290079,0.0105125,0.20028,3.12484,3.12472
4096,uint32_t,Uniform random,0.325535,0,0,0,3.12514,0,6.24844
4096,uint32_t,Random,0.0104708,0.129341,0,0,2.6838,3.12336,6.24958
4096,int32_t,Zeros,0,0,0,0,3.12386,0,0
4096,int32_t,Range,0,0,0,0.59114,2.64998,3.12326,3.12496
4096,int32_t,Inverted range,0,0.162749,0,0,3.12478,0,6.24828
4096,int32_t,Uniform random,0,0,0.325535,0.325542,6.25034,3.12324,3.12502
4096,int32_t,Random,0,0,0.325542,0,3.1252,3.1232,3.12496
4096,uint64_t,Zeros,0,0.0125281,0.162743,0,3.60574,0,0
4096,uint64_t,Range,0,0.00260521,0.167948,0.118034,5.5909,0,0
4096,uint64_t,Inverted range,0,0,0.162758,0.162761,6.25032,0,3.12296
4096,uint64_t,Uniform random,0,0.00260833,0.0104344,0,5.5316,3.1239,9.37446
4096,uint64_t,Random,0,0,0.162768,0.162758,3.12514,3.12354,3.12484
4096,int64_t,Zeros,0,0.185171,0.162722,0.00523229,7.21102,0,0
4096,int64_t,Range,0.163909,0.0692844,0.16344,0,6.68654,3.12496,6.25016
4096,int64_t,Inverted range,0.162758,0,0.162767,0,9.37522,0,9.37542
4096,int64_t,Uniform random,0,0.0822318,0.162785,0.137686,6.38322,0,9.37548
4096,int64_t,Random,0.168492,0,0.141611,0,3.13498,3.12308,3.12496
8192,uint32_t,Zeros,0.0104042,0.168419,0,0,3.13258,0,0
8192,uint32_t,Range,0,0,0,0.325542,0,3.12332,3.12478
8192,uint32_t,Inverted range,0,0,0.325558,0,3.12536,3.12326,6.2501
8192,uint32_t,Uniform random,0,0,0,0.325523,3.12502,6.24792,9.37546
8192,uint32_t,Random,0,0,0.325535,0,3.12496,6.24798,9.37552
8192,int32_t,Zeros,0,0.174812,0,0.0105125,0,0,0
8192,int32_t,Range,0,0,0.325535,0,3.12514,3.1252,12.5005
8192,int32_t,Inverted range,0.0104771,0.0444406,0,0.0104208,0,3.12426,12.5005
8192,int32_t,Uniform random,0,0.00521146,0.0224937,0.335975,3.54136,6.24834,9.37552
8192,int32_t,Random,0,0,0.325498,0,3.12478,3.12414,12.5005
8192,uint64_t,Zeros,0,0.0865875,0,0.162758,4.47232,0,0
8192,uint64_t,Range,0,0,0,0.325526,6.2501,3.12332,3.1249
8192,uint64_t,Inverted range,0,0.168146,0.00523542,0.106231,5.57178,3.12314,6.24986
8192,uint64_t,Uniform random,0,0,0,0.162755,3.42594,6.24828,15.6258
8192,uint64_t,Random,0.146896,0.0052349,0.167995,0.00521667,6.54742,3.12456,9.37558
8192,int64_t,Zeros,0.0423979,0.00260417,0.00521146,0.162774,4.23942,0,0
8192,int64_t,Range,0.16373,0.00783958,0.173639,0,6.77852,3.12544,15.6247
8192,int64_t,Inverted range,0,0.162761,0,0,6.25004,3.12508,15.6257
8192,int64_t,Uniform random,0.00521146,0.0946938,0.00522604,0,6.9884,6.24804,15.6259
8192,int64_t,Random,0.135771,0.0813792,0.00521146,0,2.80738,6.25004,6.25034
16384,uint32_t,Zeros,0.196785,0.00520833,0,0,1.98914,0,3.12444
16384,uint32_t,Range,0.0104583,0.162771,0.0203188,0.0104208,3.62076,6.24756,9.37546
16384,uint32_t,Inverted range,0,0.00521458,0.0344083,0.0104937,0,6.24828,18.751
16384,uint32_t,Uniform random,0.134242,0,0,0.0103792,4.51354,9.37342,21.8761
16384,uint32_t,Random,0,0.059551,0.325517,0,4.3684,12.4985,18.7509
16384,int32_t,Zeros,0,0,0,0.325492,3.12472,0,3.12414
16384,int32_t,Range,0,0,0,0,3.12484,6.24838,18.751
16384,int32_t,Inverted range,0,0,0.325517,0,3.12496,6.24958,21.8762
16384,int32_t,Uniform random,0,0.162749,0,0,3.12478,9.3731,21.8762
16384,int32_t,Random,0,0.162758,0,0.325542,3.1252,12.5004,18.7509
16384,uint64_t,Zeros,0.162725,0.0474411,0.00521146,0.00522292,5.1471,3.12396,0
16384,uint64_t,Range,0,0.244143,0,0,6.2498,6.2481,6.25032
16384,uint64_t,Inverted range,0.162785,0.0839891,0,0.0159844,6.75762,6.24828,12.5007
16384,uint64_t,Uniform random,0.162765,0.00522656,0.0618937,0.0104344,6.3532,12.4984,31.2517
16384,uint64_t,Random,0,0.0813839,0,0.162767,9.37522,9.37434,15.6259
16384,int64_t,Zeros,0,0.0813667,0,0.162768,6.24962,0,3.12456
16384,int64_t,Range,0,0.174894,0,0.00523229,3.79148,6.24834,28.1265
16384,int64_t,Inverted range,0.228678,0.0892182,0.011125,0.00521458,6.6642,6.24816,31.2517
16384,int64_t,Uniform random,0,0.113714,0.00520104,0.0104687,3.33408,12.4997,31.2517
16384,int64_t,Random,0,0.0999854,0,0.168578,3.95136,12.4995,15.6258
32768,uint32_t,Zeros,0,0.162776,0.325506,0,6.25016,3.12484,3.12418
32768,uint32_t,Range,0,0.154005,0,0.346425,3.32658,12.5001,18.751
32768,uint32_t,Inverted range,0,0,0,0.325535,3.12514,12.4984,34.3768
32768,uint32_t,Uniform random,0,0,0,0,3.1249,24.9992,40.6272
32768,uint32_t,Random,0,0.145497,0.32551,0,2.99406,25.001,40.6273
32768,int32_t,Zeros,0.187533,0.0729781,0.0834146,0.125144,4.80316,1.00058,4.60312
32768,int32_t,Range,0.0938146,0.0736729,0.125052,0.0852042,4.23404,12.8078,42.2284
32768,int32_t,Inverted range,0.166785,0.104237,0.0208437,0.0625625,4.40276,14.6083,40.8274
32768,int32_t,Uniform random,0.153133,0.0416969,0.0104083,0.0963958,3.52734,25.6151,41.8284
32768,int32_t,Random,0.0625375,0.0938198,0.02085,0.104233,4.20284,25.8169,41.4278
32768,uint64_t,Zeros,0.1903,0.0868729,0,0.0104438,6.67504,0,3.125
32768,uint64_t,Range,0,0,0,0.325541,6.25022,12.4986,15.6258
32768,uint64_t,Inverted range,0.162761,0.069563,0.00521667,0.162771,9.0216,12.4983,28.1265
32768,uint64_t,Uniform random,0.162771,0.0813839,0.162758,0,9.37522,24.999,59.3781
32768,uint64_t,Random,0.00523542,0.162882,0.00521354,0.0379229,6.25468,24.9996,31.2519
32768,int64_t,Zeros,0.0588969,0.165678,0,0.0104427,7.69334,0,6.24986
32768,int64_t,Range,0.00523229,0.081376,0.00521458,0.162768,6.9636,12.5004,59.3781
32768,int64_t,Inverted range,0.00523333,0.0813792,0.01015,0.168674,6.75886,15.6236,59.3781
32768,int64_t,Uniform random,0.162774,0,0.162755,0.162761,9.37518,25,62.5032
32768,int64_t,Random,0.325531,0.0813854,0,0,6.2502,24.9991,28.1265
65536,uint32_t,Zeros,0,0.162768,0,0.325546,6.25038,3.14138,9.37506
65536,uint32_t,Range,0,0,0,0.325548,3.12526,28.1238,46.8778
65536,uint32_t,Inverted range,0,0,0.121706,0.325565,4.49424,28.1243,71.8785
65536,uint32_t,Uniform random,0,0,0,0,3.12518,56.2514,81.2543
65536,uint32_t,Random,0.0104896,0.162755,0,0.0208437,3.4257,53.1256,81.2543
65536,int32_t,Zeros,0.0104354,0,0,0.6955,3.4413,0,9.3733
65536,int32_t,Range,0.0104208,0,0,0.60676,2.79982,24.9995,81.2542
65536,int32_t,Inverted range,0.313575,0.00521042,0,0.0104354,3.21054,31.2496,81.2543
65536,int32_t,Uniform random,0.0208437,0.12374,0,0.325542,5.7011,56.2537,81.2543
65536,int32_t,Random,0.156556,0,0,0.336,4.8286,53.1257,81.2543
65536,uint64_t,Zeros,0.162755,0.0814266,0,0.325452,9.37358,3.1232,6.24996
65536,uint64_t,Range,0.0104281,0.0874781,0.00521146,0.210181,6.68456,28.1248,31.2517
65536,uint64_t,Inverted range,0.16797,0.0213203,0.0104677,0.167982,7.47048,28.1239,53.1281
65536,uint64_t,Uniform random,0.325537,0.162765,0,0,9.37516,53.1257,118.756
65536,uint64_t,Random,0.037926,0.0892031,0,0.162768,7.27888,53.1264,59.3781
65536,int64_t,Zeros,0,0.0813854,0.0742344,0.173215,7.97644,3.1232,9.37522
65536,int64_t,Range,0,0.0840135,0.168001,0.173256,6.653,28.1253,118.756
65536,int64_t,Inverted range,0.183682,0.081387,0.104981,0.178468,8.96892,31.2492,118.756
65536,int64_t,Uniform random,0.0180094,0.00521406,0,0.162768,6.79652,56.2509,118.756
65536,int64_t,Random,0.0146615,0,0,0.493542,6.93338,53.1263,62.5033
131072,uint32_t,Zeros,0,0,0,0,6.25034,3.12496,18.7508
131072,uint32_t,Range,0.325542,0,0.325535,0,6.25034,56.2508,96.8801
131072,uint32_t,Inverted range,0.0454042,0,0,0.335954,6.78594,65.6278,134.382
131072,uint32_t,Uniform random,0,0.16277,0,0.325542,3.1252,112.504,165.634
131072,uint32_t,Random,0.0104333,0,0,0.231096,5.64398,115.63,165.634
131072,int32_t,Zeros,0.0105063,0.210733,0.325565,0.0313417,6.45202,3.12314,18.7508
131072,int32_t,Range,0.325565,0,0,0,6.25032,59.376,162.508
131072,int32_t,Inverted range,0.651033,0,0.325542,0,6.25032,68.7512,165.634
131072,int32_t,Uniform random,0,0.165037,0.0104708,0.336017,6.495,112.504,162.509
